time,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,MToF,period,FlowRate,OPC-T,OPC-RH,pm1,pm2.5,pm10 Check
2021-06-28 16:03:44,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:03:49,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:07:07,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:07:12,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:08:07,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:08:12,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:08:17,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:08:22,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:08:27,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:09:37,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:09:42,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:09:47,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:09:52,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:09:57,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:10:02,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:10:07,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:14:01,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:14:06,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:14:11,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:14:16,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:14:21,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-06-28 16:14:26,nan,nan,nan,nan,nan,nan,nan,nan,nan ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
